"g#","initial_alias","initial_ensg","o#","ortholog_name","ortholog_ensg","description"
"1707","TCERG1","ENSG00000113649","1707.1.1","TCERG1","ENSSSCG00000014416","transcription elongation regulator 1 [Source:VGNC Symbol;Acc:VGNC:93815]"
"1708","NRM","ENSG00000137404","1708.1.1","NRM","ENSSSCG00000023639","nurim [Source:VGNC Symbol;Acc:VGNC:90899]"
"1709","TREM2","ENSG00000095970","1709.1.1","TREM2","ENSSSCG00000039270","triggering receptor expressed on myeloid cells 2 [Source:NCBI gene (formerly Entrezgene);Acc:100737974]"
"1710","CLEC12A","ENSG00000172322","1710.1.1","CLEC12A","ENSSSCG00000039287","C-type lectin domain family 12 member A [Source:NCBI gene (formerly Entrezgene);Acc:100520135]"
"1711","TMEM97","ENSG00000109084","1711.1.1","TMEM97","ENSSSCG00000033123","transmembrane protein 97 [Source:VGNC Symbol;Acc:VGNC:94220]"
"1712","HYAL2","ENSG00000068001","1712.1.1","HYAL2","ENSSSCG00000011405","hyaluronidase 2 [Source:VGNC Symbol;Acc:VGNC:89010]"
"1713","AFG1L","ENSG00000135537","1713.1.1","AFG1L","ENSSSCG00000040199","AFG1 like ATPase [Source:VGNC Symbol;Acc:VGNC:85170]"
"1714","NPTN","ENSG00000156642","1714.1.1","NPTN","ENSSSCG00000001918","neuroplastin [Source:VGNC Symbol;Acc:VGNC:90861]"
"1715","ADIPOR2","ENSG00000006831","1715.1.1","ADIPOR2","ENSSSCG00000000757","adiponectin receptor 2 [Source:VGNC Symbol;Acc:VGNC:85141]"
"1716","VPS13B","ENSG00000132549","1716.1.1","VPS13B","ENSSSCG00000006071","vacuolar protein sorting 13 homolog B [Source:VGNC Symbol;Acc:VGNC:94839]"
"1717","SRR","ENSG00000167720","1717.1.1","SRR","ENSSSCG00000062531","serine racemase [Source:HGNC Symbol;Acc:HGNC:14398]"
"1718","IER2","ENSG00000160888","1718.1.1","IER2","ENSSSCG00000013753","immediate early response 2 [Source:HGNC Symbol;Acc:HGNC:28871]"
"1719","GABPB2","ENSG00000143458","1719.1.1","GABPB2","ENSSSCG00000006636","GA binding protein transcription factor subunit beta 2 [Source:VGNC Symbol;Acc:VGNC:98796]"
"1720","CMPK1","ENSG00000162368","1720.1.1","CMPK1","ENSSSCG00000003885","cytidine/uridine monophosphate kinase 1 [Source:VGNC Symbol;Acc:VGNC:96953]"
"1721","MDM2","ENSG00000135679","1721.1.1","MDM2","ENSSSCG00000000488","MDM2 proto-onco [Source:VGNC Symbol;Acc:VGNC:90093]"
"1722","GDI2","ENSG00000057608","1722.1.1","GDI2","ENSSSCG00000011137","GDP dissociation inhibitor 2 [Source:NCBI gene (formerly Entrezgene);Acc:414427]"
"1723","ARHGAP10","ENSG00000071205","1723.1.1","ARHGAP10","ENSSSCG00000009029","Rho GTPase activating protein 10 [Source:VGNC Symbol;Acc:VGNC:85458]"
"1724","SOAT1","ENSG00000057252","1724.1.1","SOAT1","ENSSSCG00000021464","sterol O-acyltransferase 1 [Source:VGNC Symbol;Acc:VGNC:93327]"
"1725","NUAK2","ENSG00000163545","1725.1.1","NUAK2","ENSSSCG00000038471","NUAK family kinase 2 [Source:VGNC Symbol;Acc:VGNC:90941]"
"1726","ARL11","ENSG00000152213","1726.1.1","ARL11","ENSSSCG00000053768","ADP ribosylation factor like GTPase 11 [Source:HGNC Symbol;Acc:HGNC:24046]"
"1727","INPP4A","ENSG00000040933","1727.1.1","INPP4A","ENSSSCG00000008190","inositol polyphosphate-4-phosphatase type I A [Source:VGNC Symbol;Acc:VGNC:89140]"
"1728","ARID5A","ENSG00000196843","1728.1.1","ARID5A","ENSSSCG00000008123","AT-rich interaction domain 5A [Source:VGNC Symbol;Acc:VGNC:85510]"
"1729","PLEC","ENSG00000178209","1729.1.1","PLEC","ENSSSCG00000039094","plectin [Source:VGNC Symbol;Acc:VGNC:91530]"
"1730","HERC4","ENSG00000148634","1730.1.1","HERC4","ENSSSCG00000038913","HECT and RLD domain containing E3 ubiquitin protein ligase 4 [Source:VGNC Symbol;Acc:VGNC:107143]"
"1731","TMPO","ENSG00000120802","1731.1.1","ENSSSCG00000000887","ENSSSCG00000000887",""
"1731","TMPO","ENSG00000120802","1731.1.2","TMPO","ENSSSCG00000038487","thymopoietin [Source:NCBI gene (formerly Entrezgene);Acc:100512350]"
"1732","MFHAS1","ENSG00000147324","1732.1.1","MFHAS1","ENSSSCG00000035366","multifunctional ROCO family signaling regulator 1 [Source:VGNC Symbol;Acc:VGNC:107361]"
"1733","SNX3","ENSG00000112335","1733.1.1","SNX3","ENSSSCG00000004385","sorting nexin 3 [Source:VGNC Symbol;Acc:VGNC:93317]"
"1734","BCL7B","ENSG00000106635","1734.1.1","BCL7B","ENSSSCG00000007708","BAF chromatin remodeling complex subunit BCL7B [Source:VGNC Symbol;Acc:VGNC:85785]"
"1735","YEATS4","ENSG00000127337","1735.1.1","YEATS4","ENSSSCG00000037845","YEATS domain containing 4 [Source:VGNC Symbol;Acc:VGNC:112563]"
"1736","KIF5B","ENSG00000170759","1736.1.1","KIF5B","ENSSSCG00000011027","kinesin family member 5B [Source:VGNC Symbol;Acc:VGNC:96393]"
"1737","ZFHX3","ENSG00000140836","1737.1.1","ZFHX3","ENSSSCG00000002752","zinc finger homeobox 3 [Source:VGNC Symbol;Acc:VGNC:95141]"
"1738","GCHFR","ENSG00000137880","1738.1.1","N/A","N/A","N/A"
"1739","ABTB2","ENSG00000166016","1739.1.1","ABTB2","ENSSSCG00000013303","ankyrin repeat and BTB domain containing 2 [Source:VGNC Symbol;Acc:VGNC:84994]"
"1740","LMBR1L","ENSG00000139636","1740.1.1","LMBR1L","ENSSSCG00000000189","limb development membrane protein 1 like [Source:VGNC Symbol;Acc:VGNC:89753]"
"1741","DAB2","ENSG00000153071","1741.1.1","DAB2","ENSSSCG00000016857","DAB adaptor protein 2 [Source:VGNC Symbol;Acc:VGNC:87144]"
"1742","MPV17L2","ENSG00000254858","1742.1.1","MPV17L2","ENSSSCG00000013896","MPV17 mitochondrial inner membrane protein like 2 [Source:VGNC Symbol;Acc:VGNC:90333]"
"1743","PRKCE","ENSG00000171132","1743.1.1","PRKCE","ENSSSCG00000008444","protein kinase C epsilon [Source:VGNC Symbol;Acc:VGNC:91807]"
"1744","C19ORF47","ENSG00000160392","1744.1.1","C19orf47","ENSSSCG00000027016","chromosome 6 C19orf47 homolog [Source:VGNC Symbol;Acc:VGNC:86056]"
"1745","INKA1","ENSG00000185614","1745.1.1","INKA1","ENSSSCG00000049797","inka box actin regulator 1 [Source:HGNC Symbol;Acc:HGNC:32480]"
"1746","ANKRD44","ENSG00000065413","1746.1.1","ANKRD44","ENSSSCG00000016074","ankyrin repeat domain 44 [Source:VGNC Symbol;Acc:VGNC:107123]"
"1747","ABL2","ENSG00000143322","1747.1.1","ABL2","ENSSSCG00000024674","ABL proto-onco 2, non-receptor tyrosine kinase [Source:VGNC Symbol;Acc:VGNC:84985]"
"1748","MTMR12","ENSG00000150712","1748.1.1","MTMR12","ENSSSCG00000031509","myotubularin related protein 12 [Source:VGNC Symbol;Acc:VGNC:90459]"
"1749","GSR","ENSG00000104687","1749.1.1","GSR","ENSSSCG00000015844","glutathione-disulfide reductase [Source:VGNC Symbol;Acc:VGNC:96337]"
"1750","DPYSL2","ENSG00000092964","1750.1.1","DPYSL2","ENSSSCG00000030130","dihydropyrimidinase like 2 [Source:VGNC Symbol;Acc:VGNC:87430]"
"1751","AMZ2","ENSG00000196704","1751.1.1","AMZ2","ENSSSCG00000017264","archaelysin family metallopeptidase 2 [Source:VGNC Symbol;Acc:VGNC:85292]"
"1752","ACAA2","ENSG00000167315","1752.1.1","ACAA2","ENSSSCG00000004510","acetyl-CoA acyltransferase 2 [Source:NCBI gene (formerly Entrezgene);Acc:100312959]"
"1753","RNF168","ENSG00000163961","1753.1.1","ENSSSCG00000034592","ENSSSCG00000034592",""
"1753","RNF168","ENSG00000163961","1753.1.2","ENSSSCG00000034711","ENSSSCG00000034711",""
"1754","CD276","ENSG00000103855","1754.1.1","CD276","ENSSSCG00000001917","CD276 molecule [Source:VGNC Symbol;Acc:VGNC:86405]"
"1755","TSC22D4","ENSG00000166925","1755.1.1","TSC22D4","ENSSSCG00000025164","TSC22 domain family member 4 [Source:HGNC Symbol;Acc:HGNC:21696]"
"1756","RAB3GAP2","ENSG00000118873","1756.1.1","RAB3GAP2","ENSSSCG00000010824","RAB3 GTPase activating non-catalytic protein subunit 2 [Source:VGNC Symbol;Acc:VGNC:95833]"
"1757","LRRC8D","ENSG00000171492","1757.1.1","LRRC8D","ENSSSCG00000038417","leucine rich repeat containing 8 VRAC subunit D [Source:VGNC Symbol;Acc:VGNC:98088]"
"1758","YIF1A","ENSG00000174851","1758.1.1","YIF1A","ENSSSCG00000012953","Yip1 interacting factor homolog A, membrane trafficking protein [Source:VGNC Symbol;Acc:VGNC:95025]"
"1759","CFL1","ENSG00000172757","1759.1.1","CFL1","ENSSSCG00000012974","cofilin 1 [Source:NCBI gene (formerly Entrezgene);Acc:445532]"
"1759","CFL1","ENSG00000172757","1759.1.2","ENSSSCG00000034717","ENSSSCG00000034717",""
"1760","EFCAB2","ENSG00000203666","1760.1.1","EFCAB2","ENSSSCG00000010878","EF-hand calcium binding domain 2 [Source:VGNC Symbol;Acc:VGNC:96168]"
"1761","FHAD1","ENSG00000142621","1761.1.1","FHAD1","ENSSSCG00000003455","forkhead associated phosphopeptide binding domain 1 [Source:VGNC Symbol;Acc:VGNC:88125]"
"1762","CCDC97","ENSG00000142039","1762.1.1","CCDC97","ENSSSCG00000003016","coiled-coil domain containing 97 [Source:VGNC Symbol;Acc:VGNC:86331]"
"1763","KHDRBS1","ENSG00000121774","1763.1.1","KHDRBS1","ENSSSCG00000023122","KH RNA binding domain containing, signal transduction associated 1 [Source:VGNC Symbol;Acc:VGNC:89422]"
"1764","SP2","ENSG00000167182","1764.1.1","SP2","ENSSSCG00000017516","Sp2 transcription factor [Source:VGNC Symbol;Acc:VGNC:93361]"
"1765","OXR1","ENSG00000164830","1765.1.1","OXR1","ENSSSCG00000006037","oxidation resistance 1 [Source:VGNC Symbol;Acc:VGNC:91116]"
"1766","MFAP3L","ENSG00000198948","1766.1.1","MFAP3L","ENSSSCG00000009709","microfibril associated protein 3 like [Source:VGNC Symbol;Acc:VGNC:90175]"
"1767","ILRUN","ENSG00000196821","1767.1.1","ILRUN","ENSSSCG00000001527","inflammation and lipid regulator with UBA-like and NBR1-like domains [Source:NCBI gene (formerly Entrezgene);Acc:100512239]"
"1768","TMEM131L","ENSG00000121210","1768.1.1","TMEM131L","ENSSSCG00000009007","transmembrane 131 like [Source:VGNC Symbol;Acc:VGNC:94079]"
"1769","DOCK7","ENSG00000116641","1769.1.1","DOCK7","ENSSSCG00000003818","dedicator of cytokinesis 7 [Source:VGNC Symbol;Acc:VGNC:87397]"
"1770","ITSN1","ENSG00000205726","1770.1.1","ITSN1","ENSSSCG00000024614","intersectin 1 [Source:VGNC Symbol;Acc:VGNC:108669]"
"1771","PIP4K2A","ENSG00000150867","1771.1.1","PIP4K2A","ENSSSCG00000011079","phosphatidylinositol-5-phosphate 4-kinase type 2 alpha [Source:VGNC Symbol;Acc:VGNC:96485]"
"1772","CNOT6L","ENSG00000138767","1772.1.1","CNOT6L","ENSSSCG00000008989","CCR4-NOT transcription complex subunit 6 like [Source:VGNC Symbol;Acc:VGNC:86838]"
"1773","BACH2","ENSG00000112182","1773.1.1","BACH2","ENSSSCG00000004332","BTB domain and CNC homolog 2 [Source:VGNC Symbol;Acc:VGNC:85742]"
"1774","TSPAN14","ENSG00000108219","1774.1.1","TSPAN14","ENSSSCG00000010341","tetraspanin 14 [Source:VGNC Symbol;Acc:VGNC:94503]"
"1775","ZC3H7A","ENSG00000122299","1775.1.1","ZC3H7A","ENSSSCG00000007895","zinc finger CCCH-type containing 7A [Source:VGNC Symbol;Acc:VGNC:95099]"
"1776","FARS2","ENSG00000145982","1776.1.1","FARS2","ENSSSCG00000038717","phenylalanyl-tRNA synthetase 2, mitochondrial [Source:VGNC Symbol;Acc:VGNC:88013]"
"1777","RIPK2","ENSG00000104312","1777.1.1","RIPK2","ENSSSCG00000024096","receptor interacting serine/threonine kinase 2 [Source:VGNC Symbol;Acc:VGNC:98848]"
"1778","CD164","ENSG00000135535","1778.1.1","CD164","ENSSSCG00000004414","CD164 molecule [Source:VGNC Symbol;Acc:VGNC:109374]"
"1779","PHF12","ENSG00000109118","1779.1.1","PHF12","ENSSSCG00000017779","PHD finger protein 12 [Source:VGNC Symbol;Acc:VGNC:91378]"
"1780","HIRA","ENSG00000100084","1780.1.1","HIRA","ENSSSCG00000010118","histone cell cycle regulator [Source:VGNC Symbol;Acc:VGNC:88891]"
"1781","SLC11A1","ENSG00000018280","1781.1.1","SLC11A1","ENSSSCG00000039798","solute carrier family 11 member 1 [Source:NCBI gene (formerly Entrezgene);Acc:396764]"
"1782","HTR2A","ENSG00000102468","1782.1.1","HTR2A","ENSSSCG00000037452","5-hydroxytryptamine receptor 2A [Source:VGNC Symbol;Acc:VGNC:103964]"
"1783","ATP7A","ENSG00000165240","1783.1.1","ATP7A","ENSSSCG00000012437","ATPase copper transporting alpha [Source:VGNC Symbol;Acc:VGNC:85678]"
"1784","CPT1A","ENSG00000110090","1784.1.1","CPT1A","ENSSSCG00000012880","carnitine palmitoyltransferase 1A [Source:NCBI gene (formerly Entrezgene);Acc:399527]"
"1785","RSAD1","ENSG00000136444","1785.1.1","RSAD1","ENSSSCG00000017567","radical S-adenosyl methionine domain containing 1 [Source:VGNC Symbol;Acc:VGNC:92471]"
"1786","LRCH1","ENSG00000136141","1786.1.1","LRCH1","ENSSSCG00000009408","leucine rich repeats and calponin homology domain containing 1 [Source:VGNC Symbol;Acc:VGNC:89801]"
"1787","TASOR","ENSG00000163946","1787.1.1","TASOR","ENSSSCG00000024201","transcription activation suppressor [Source:VGNC Symbol;Acc:VGNC:93751]"
"1788","OXSM","ENSG00000151093","1788.1.1","OXSM","ENSSSCG00000011215","3-oxoacyl-ACP synthase, mitochondrial [Source:VGNC Symbol;Acc:VGNC:91117]"
"1789","CLPX","ENSG00000166855","1789.1.1","CLPX","ENSSSCG00000004927","caseinolytic mitochondrial matrix peptidase chaperone subunit X [Source:VGNC Symbol;Acc:VGNC:86780]"
"1790","TSPAN3","ENSG00000140391","1790.1.1","TSPAN3","ENSSSCG00000001868","tetraspanin 3 [Source:NCBI gene (formerly Entrezgene);Acc:100157865]"
"1791","FEM1C","ENSG00000145780","1791.1.1","FEM1C","ENSSSCG00000014217","fem-1 homolog C [Source:VGNC Symbol;Acc:VGNC:88084]"
"1792","CHMP3","ENSG00000115561","1792.1.1","CHMP3","ENSSSCG00000008222","charged multivesicular body protein 3 [Source:VGNC Symbol;Acc:VGNC:106570]"
"1793","CBX4","ENSG00000141582","1793.1.1","CBX4","ENSSSCG00000017160","chromobox 4 [Source:VGNC Symbol;Acc:VGNC:86231]"
"1794","ZNF142","ENSG00000115568","1794.1.1","N/A","N/A","N/A"
"1795","PEA15","ENSG00000162734","1795.1.1","PEA15","ENSSSCG00000032164","proliferation and apoptosis adaptor protein 15 [Source:VGNC Symbol;Acc:VGNC:98181]"
"1796","DNASE1L1","ENSG00000013563","1796.1.1","DNASE1L1","ENSSSCG00000037032","deoxyribonuclease 1 like 1 [Source:NCBI gene (formerly Entrezgene);Acc:654408]"
"1797","RAD23A","ENSG00000179262","1797.1.1","RAD23A","ENSSSCG00000013747","RAD23 homolog A, nucleotide excision repair protein [Source:VGNC Symbol;Acc:VGNC:92055]"
"1798","MKRN1","ENSG00000133606","1798.1.1","MKRN1","ENSSSCG00000016498","makorin ring finger protein 1 [Source:VGNC Symbol;Acc:VGNC:110311]"
"1799","SASH1","ENSG00000111961","1799.1.1","SASH1","ENSSSCG00000033175","SAM and SH3 domain containing 1 [Source:VGNC Symbol;Acc:VGNC:92583]"
"1800","NLK","ENSG00000087095","1800.1.1","NLK","ENSSSCG00000017756","nemo like kinase [Source:VGNC Symbol;Acc:VGNC:90779]"
"1801","NAAA","ENSG00000138744","1801.1.1","NAAA","ENSSSCG00000008973","N-acylethanolamine acid amidase [Source:VGNC Symbol;Acc:VGNC:90556]"
"1802","ID2","ENSG00000115738","1802.1.1","ID2","ENSSSCG00000008645","inhibitor of DNA binding 2 [Source:NCBI gene (formerly Entrezgene);Acc:654298]"
"1803","CEMIP2","ENSG00000135048","1803.1.1","CEMIP2","ENSSSCG00000024257","cell migration inducing hyaluronidase 2 [Source:VGNC Symbol;Acc:VGNC:86543]"
"1804","CDKN2AIP","ENSG00000168564","1804.1.1","CDKN2AIP","ENSSSCG00000015779","CDKN2A interacting protein [Source:VGNC Symbol;Acc:VGNC:105247]"
"1805","PREB","ENSG00000138073","1805.1.1","PREB","ENSSSCG00000008553","prolactin regulatory element binding [Source:VGNC Symbol;Acc:VGNC:91786]"
"1806","POR","ENSG00000127948","1806.1.1","POR","ENSSSCG00000038320","cytochrome p450 oxidoreductase [Source:VGNC Symbol;Acc:VGNC:109477]"
"1807","IGFBP4","ENSG00000141753","1807.1.1","IGFBP4","ENSSSCG00000017472","insulin like growth factor binding protein 4 [Source:NCBI gene (formerly Entrezgene);Acc:100144490]"
"1808","ALCAM","ENSG00000170017","1808.1.1","ALCAM","ENSSSCG00000011946","activated leukocyte cell adhesion molecule [Source:VGNC Symbol;Acc:VGNC:85236]"
"1809","DYNLL1","ENSG00000088986","1809.1.1","DYNLL1","ENSSSCG00000009904","dynein light chain LC8-type 1 [Source:NCBI gene (formerly Entrezgene);Acc:100157773]"
"1810","NFKBID","ENSG00000167604","1810.1.1","NFKBID","ENSSSCG00000002917","NFKB inhibitor delta [Source:VGNC Symbol;Acc:VGNC:90723]"
"1811","CCL23","ENSG00000274736","1811.1.1","ENSSSCG00000033457","ENSSSCG00000033457",""
"1812","DDHD1","ENSG00000100523","1812.1.1","DDHD1","ENSSSCG00000005043","DDHD domain containing 1 [Source:VGNC Symbol;Acc:VGNC:87205]"
"1813","CDK12","ENSG00000167258","1813.1.1","CDK12","ENSSSCG00000017504","cyclin dependent kinase 12 [Source:VGNC Symbol;Acc:VGNC:86496]"
"1814","DSTYK","ENSG00000133059","1814.1.1","DSTYK","ENSSSCG00000015286","dual serine/threonine and tyrosine protein kinase [Source:VGNC Symbol;Acc:VGNC:87460]"
"1815","TYSND1","ENSG00000156521","1815.1.1","TYSND1","ENSSSCG00000010259","trypsin like peroxisomal matrix peptidase 1 [Source:VGNC Symbol;Acc:VGNC:94621]"
"1816","NT5M","ENSG00000205309","1816.1.1","NT5M","ENSSSCG00000018052","5',3'-nucleotidase, mitochondrial [Source:VGNC Symbol;Acc:VGNC:90926]"
"1817","MYH9","ENSG00000100345","1817.1.1","MYH9","ENSSSCG00000000145","myosin heavy chain 9 [Source:VGNC Symbol;Acc:VGNC:90512]"
"1818","ST7","ENSG00000004866","1818.1.1","ST7","ENSSSCG00000016629","suppression of tumorigenicity 7 [Source:VGNC Symbol;Acc:VGNC:111878]"
"1819","LMNB1","ENSG00000113368","1819.1.1","LMNB1","ENSSSCG00000014248","lamin B1 [Source:VGNC Symbol;Acc:VGNC:89760]"
"1820","EMSY","ENSG00000158636","1820.1.1","EMSY","ENSSSCG00000014868","EMSY transcriptional repressor, BRCA2 interacting [Source:VGNC Symbol;Acc:VGNC:87691]"
"1821","SLC10A7","ENSG00000120519","1821.1.1","SLC10A7","ENSSSCG00000009035","solute carrier family 10 member 7 [Source:VGNC Symbol;Acc:VGNC:92919]"
"1822","SETD5","ENSG00000168137","1822.1.1","SETD5","ENSSSCG00000011540","SET domain containing 5 [Source:VGNC Symbol;Acc:VGNC:92760]"
"1823","TNRC6C","ENSG00000078687","1823.1.1","TNRC6C","ENSSSCG00000034373","trinucleotide repeat containing adaptor 6C [Source:VGNC Symbol;Acc:VGNC:94294]"
"1824","PTDSS1","ENSG00000156471","1824.1.1","PTDSS1","ENSSSCG00000006089","phosphatidylserine synthase 1 [Source:VGNC Symbol;Acc:VGNC:91945]"
"1825","UBALD1","ENSG00000153443","1825.1.1","ENSSSCG00000023603","ENSSSCG00000023603","UBA like domain containing 1 [Source:VGNC Symbol;Acc:VGNC:104089]"
"1825","UBALD1","ENSG00000153443","1825.1.2","ENSSSCG00000038740","ENSSSCG00000038740",""
"1826","P4HB","ENSG00000185624","1826.1.1","P4HB","ENSSSCG00000039148","prolyl 4-hydroxylase subunit beta [Source:VGNC Symbol;Acc:VGNC:91135]"
"1827","TNRC18","ENSG00000182095","1827.1.1","TNRC18","ENSSSCG00000022553","trinucleotide repeat containing 18 [Source:VGNC Symbol;Acc:VGNC:94291]"
"1828","RPS29","ENSG00000213741","1828.1.1","RPS29","ENSSSCG00000038507","ribosomal protein S29 [Source:NCBI gene (formerly Entrezgene);Acc:414391]"
"1829","RTP4","ENSG00000136514","1829.1.1","ENSSSCG00000061023","ENSSSCG00000061023",""
"1830","RRBP1","ENSG00000125844","1830.1.1","RRBP1","ENSSSCG00000024692","ribosome binding protein 1 [Source:VGNC Symbol;Acc:VGNC:95474]"
"1831","EPB41","ENSG00000159023","1831.1.1","EPB41","ENSSSCG00000003586","erythrocyte membrane protein band 4.1 [Source:VGNC Symbol;Acc:VGNC:87722]"
"1832","CDK8","ENSG00000132964","1832.1.1","CDK8","ENSSSCG00000009298","cyclin dependent kinase 8 [Source:VGNC Symbol;Acc:VGNC:86507]"
"1833","LAT2","ENSG00000086730","1833.1.1","LAT2","ENSSSCG00000027487","linker for activation of T cells family member 2 [Source:VGNC Symbol;Acc:VGNC:89647]"
"1834","VPS16","ENSG00000215305","1834.1.1","VPS16","ENSSSCG00000007167","VPS16 core subunit of CORVET and HOPS complexes [Source:VGNC Symbol;Acc:VGNC:95621]"
"1835","PPP6R1","ENSG00000105063","1835.1.1","PPP6R1","ENSSSCG00000003301","protein phosphatase 6 regulatory subunit 1 [Source:VGNC Symbol;Acc:VGNC:91760]"
"1836","RPL12","ENSG00000197958","1836.1.1","N/A","N/A","N/A"
"1837","RAB8B","ENSG00000166128","1837.1.1","RAB8B","ENSSSCG00000026571","RAB8B, member RAS onco family [Source:VGNC Symbol;Acc:VGNC:98276]"
"1838","DENND1B","ENSG00000213047","1838.1.1","DENND1B","ENSSSCG00000010900","DENN domain containing 1B [Source:VGNC Symbol;Acc:VGNC:96175]"
"1839","ORAI1","ENSG00000276045","1839.1.1","ORAI1","ENSSSCG00000034510","ORAI calcium release-activated calcium modulator 1 [Source:NCBI gene (formerly Entrezgene);Acc:100154923]"
"1840","DESI2","ENSG00000121644","1840.1.1","DESI2","ENSSSCG00000010876","desumoylating isopeptidase 2 [Source:VGNC Symbol;Acc:VGNC:96037]"
"1841","ADD1","ENSG00000087274","1841.1.1","ADD1","ENSSSCG00000008692","adducin 1 [Source:VGNC Symbol;Acc:VGNC:85116]"
"1842","CTR9","ENSG00000198730","1842.1.1","CTR9","ENSSSCG00000013406","CTR9 homolog, Paf1/RNA polymerase II complex component [Source:VGNC Symbol;Acc:VGNC:87072]"
"1843","ADAR","ENSG00000160710","1843.1.1","ADAR","ENSSSCG00000006543","adenosine deaminase RNA specific [Source:VGNC Symbol;Acc:VGNC:85097]"
"1844","VSIG10L","ENSG00000186806","1844.1.1","VSIG10L","ENSSSCG00000003228","V-set and immunoglobulin domain containing 10 like [Source:VGNC Symbol;Acc:VGNC:94867]"
"1845","SUPT6H","ENSG00000109111","1845.1.1","SUPT6H","ENSSSCG00000017773","SPT6 homolog, histone chaperone and transcription elongation factor [Source:VGNC Symbol;Acc:VGNC:93626]"
"1846","NOP2","ENSG00000111641","1846.1.1","NOP2","ENSSSCG00000000696","NOP2 nucleolar protein [Source:VGNC Symbol;Acc:VGNC:103306]"
"1847","QSOX1","ENSG00000116260","1847.1.1","QSOX1","ENSSSCG00000015535","quiescin sulfhydryl oxidase 1 [Source:VGNC Symbol;Acc:VGNC:92033]"
"1848","HPS1","ENSG00000107521","1848.1.1","HPS1","ENSSSCG00000010534","HPS1 biosis of lysosomal organelles complex 3 subunit 1 [Source:VGNC Symbol;Acc:VGNC:88964]"
"1848","HPS1","ENSG00000289758","1848.2.1","N/A","N/A","N/A"
"1849","CDK6","ENSG00000105810","1849.1.1","CDK6","ENSSSCG00000040183","cyclin dependent kinase 6 [Source:VGNC Symbol;Acc:VGNC:111742]"
