"g#","initial_alias","initial_ensg","o#","ortholog_name","ortholog_ensg","description"
"1817","MYH9","ENSG00000100345","1817.1.1","Myh9","ENSMUSG00000022443","myosin, heavy polypeptide 9, non-muscle [Source:MGI Symbol;Acc:MGI:107717]"
"1818","ST7","ENSG00000004866","1818.1.1","St7","ENSMUSG00000029534","suppression of tumorigenicity 7 [Source:MGI Symbol;Acc:MGI:1927450]"
"1819","LMNB1","ENSG00000113368","1819.1.1","Lmnb1","ENSMUSG00000024590","lamin B1 [Source:MGI Symbol;Acc:MGI:96795]"
"1820","EMSY","ENSG00000158636","1820.1.1","Emsy","ENSMUSG00000035401","EMSY, BRCA2-interacting transcriptional repressor [Source:MGI Symbol;Acc:MGI:1924203]"
"1821","SLC10A7","ENSG00000120519","1821.1.1","Slc10a7","ENSMUSG00000031684","solute carrier family 10 (sodium/bile acid cotransporter family), member 7 [Source:MGI Symbol;Acc:MGI:1924025]"
"1822","SETD5","ENSG00000168137","1822.1.1","Setd5","ENSMUSG00000034269","SET domain containing 5 [Source:MGI Symbol;Acc:MGI:1920145]"
"1823","TNRC6C","ENSG00000078687","1823.1.1","Tnrc6c","ENSMUSG00000025571","trinucleotide repeat containing 6C [Source:MGI Symbol;Acc:MGI:2443265]"
"1824","PTDSS1","ENSG00000156471","1824.1.1","Ptdss1","ENSMUSG00000021518","phosphatidylserine synthase 1 [Source:MGI Symbol;Acc:MGI:1276575]"
"1825","UBALD1","ENSG00000153443","1825.1.1","Ubald1","ENSMUSG00000039568","UBA-like domain containing 1 [Source:MGI Symbol;Acc:MGI:1916255]"
"1826","P4HB","ENSG00000185624","1826.1.1","P4hb","ENSMUSG00000025130","prolyl 4-hydroxylase, beta polypeptide [Source:MGI Symbol;Acc:MGI:97464]"
"1827","TNRC18","ENSG00000182095","1827.1.1","Tnrc18","ENSMUSG00000039477","trinucleotide repeat containing 18 [Source:MGI Symbol;Acc:MGI:3648294]"
"1828","RPS29","ENSG00000213741","1828.1.1","Rps29","ENSMUSG00000034892","ribosomal protein S29 [Source:MGI Symbol;Acc:MGI:107681]"
"1829","RTP4","ENSG00000136514","1829.1.1","Rtp4","ENSMUSG00000033355","receptor transporter protein 4 [Source:MGI Symbol;Acc:MGI:1915025]"
"1830","RRBP1","ENSG00000125844","1830.1.1","Rrbp1","ENSMUSG00000027422","ribosome binding protein 1 [Source:MGI Symbol;Acc:MGI:1932395]"
"1831","EPB41","ENSG00000159023","1831.1.1","Epb41","ENSMUSG00000028906","erythrocyte membrane protein band 4.1 [Source:MGI Symbol;Acc:MGI:95401]"
"1832","CDK8","ENSG00000132964","1832.1.1","Cdk8","ENSMUSG00000029635","cyclin dependent kinase 8 [Source:MGI Symbol;Acc:MGI:1196224]"
"1833","LAT2","ENSG00000086730","1833.1.1","Lat2","ENSMUSG00000040751","linker for activation of T cells family, member 2 [Source:MGI Symbol;Acc:MGI:1926479]"
"1834","VPS16","ENSG00000215305","1834.1.1","Vps16","ENSMUSG00000027411","VSP16 CORVET/HOPS core subunit [Source:MGI Symbol;Acc:MGI:2136772]"
"1835","PPP6R1","ENSG00000105063","1835.1.1","Ppp6r1","ENSMUSG00000052296","protein phosphatase 6, regulatory subunit 1 [Source:MGI Symbol;Acc:MGI:2442163]"
"1836","RPL12","ENSG00000197958","1836.1.1","Rpl12","ENSMUSG00000038900","ribosomal protein L12 [Source:MGI Symbol;Acc:MGI:98002]"
"1837","RAB8B","ENSG00000166128","1837.1.1","Rab8b","ENSMUSG00000036943","RAB8B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:2442982]"
"1838","DENND1B","ENSG00000213047","1838.1.1","Dennd1b","ENSMUSG00000056268","DENN domain containing 1B [Source:MGI Symbol;Acc:MGI:2447812]"
"1839","ORAI1","ENSG00000276045","1839.1.1","Orai1","ENSMUSG00000049686","ORAI calcium release-activated calcium modulator 1 [Source:MGI Symbol;Acc:MGI:1925542]"
"1840","DESI2","ENSG00000121644","1840.1.1","Desi2","ENSMUSG00000026502","desumoylating isopeptidase 2 [Source:MGI Symbol;Acc:MGI:1926075]"
"1841","ADD1","ENSG00000087274","1841.1.1","Add1","ENSMUSG00000029106","adducin 1 [Source:MGI Symbol;Acc:MGI:87918]"
"1842","CTR9","ENSG00000198730","1842.1.1","Ctr9","ENSMUSG00000005609","CTR9 homolog, Paf1/RNA polymerase II complex component [Source:MGI Symbol;Acc:MGI:109345]"
"1843","ADAR","ENSG00000160710","1843.1.1","Adar","ENSMUSG00000027951","adenosine deaminase, RNA-specific [Source:MGI Symbol;Acc:MGI:1889575]"
"1844","VSIG10L","ENSG00000186806","1844.1.1","Vsig10l","ENSMUSG00000070604","V-set and immunoglobulin domain containing 10 like [Source:MGI Symbol;Acc:MGI:1922940]"
"1845","SUPT6H","ENSG00000109111","1845.1.1","Supt6","ENSMUSG00000002052","SPT6, histone chaperone and transcription elongation factor [Source:MGI Symbol;Acc:MGI:107726]"
"1846","NOP2","ENSG00000111641","1846.1.1","Nop2","ENSMUSG00000038279","NOP2 nucleolar protein [Source:MGI Symbol;Acc:MGI:107891]"
"1847","QSOX1","ENSG00000116260","1847.1.1","Qsox1","ENSMUSG00000033684","quiescin Q6 sulfhydryl oxidase 1 [Source:MGI Symbol;Acc:MGI:1330818]"
"1848","HPS1","ENSG00000107521","1848.1.1","Hps1","ENSMUSG00000025188","HPS1, biogenesis of lysosomal organelles complex 3 subunit 1 [Source:MGI Symbol;Acc:MGI:2177763]"
"1848","HPS1","ENSG00000289758","1848.2.1","N/A","N/A","N/A"
"1849","CDK6","ENSG00000105810","1849.1.1","Cdk6","ENSMUSG00000040274","cyclin dependent kinase 6 [Source:MGI Symbol;Acc:MGI:1277162]"
"1850","FAM219B","ENSG00000178761","1850.1.1","Fam219b","ENSMUSG00000032305","family with sequence similarity 219, member B [Source:MGI Symbol;Acc:MGI:1925573]"
"1851","LAMC1","ENSG00000135862","1851.1.1","Lamc1","ENSMUSG00000026478","laminin, gamma 1 [Source:MGI Symbol;Acc:MGI:99914]"
"1852","CMBL","ENSG00000164237","1852.1.1","Cmbl","ENSMUSG00000022235","carboxymethylenebutenolidase homolog [Source:MGI Symbol;Acc:MGI:1916824]"
"1853","RSRP1","ENSG00000117616","1853.1.1","Rsrp1","ENSMUSG00000037266","arginine/serine rich protein 1 [Source:MGI Symbol;Acc:MGI:106498]"
"1854","CCL24","ENSG00000106178","1854.1.1","Ccl24","ENSMUSG00000004814","C-C motif chemokine ligand 24 [Source:MGI Symbol;Acc:MGI:1928953]"
"1855","GBP4","ENSG00000162654","1855.1.1","Gbp3","ENSMUSG00000028268","guanylate binding protein 3 [Source:MGI Symbol;Acc:MGI:1926263]"
"1855","GBP4","ENSG00000162654","1855.1.2","Gbp7","ENSMUSG00000040253","guanylate binding protein 7 [Source:MGI Symbol;Acc:MGI:2444421]"
"1856","SPI1","ENSG00000066336","1856.1.1","Spi1","ENSMUSG00000002111","Spi-1 proto-oncogene [Source:MGI Symbol;Acc:MGI:98282]"
"1857","TMCO6","ENSG00000113119","1857.1.1","Tmco6","ENSMUSG00000006850","transmembrane and coiled-coil domains 6 [Source:MGI Symbol;Acc:MGI:1919233]"
"1858","BARD1","ENSG00000138376","1858.1.1","Bard1","ENSMUSG00000026196","BRCA1 associated RING domain 1 [Source:MGI Symbol;Acc:MGI:1328361]"
"1859","RELL1","ENSG00000181826","1859.1.1","Rell1","ENSMUSG00000047881","RELT-like 1 [Source:MGI Symbol;Acc:MGI:2140767]"
"1860","ANKRD42","ENSG00000137494","1860.1.1","Ankrd42","ENSMUSG00000041343","ankyrin repeat domain 42 [Source:MGI Symbol;Acc:MGI:1921095]"
"1861","MDH1","ENSG00000014641","1861.1.1","Mdh1","ENSMUSG00000020321","malate dehydrogenase 1, NAD (soluble) [Source:MGI Symbol;Acc:MGI:97051]"
"1862","AGTRAP","ENSG00000177674","1862.1.1","Agtrap","ENSMUSG00000029007","angiotensin II, type I receptor-associated protein [Source:MGI Symbol;Acc:MGI:1339977]"
"1863","MSN","ENSG00000147065","1863.1.1","Msn","ENSMUSG00000031207","moesin [Source:MGI Symbol;Acc:MGI:97167]"
"1864","TPCN2","ENSG00000162341","1864.1.1","Tpcn2","ENSMUSG00000048677","two pore segment channel 2 [Source:MGI Symbol;Acc:MGI:2385297]"
"1865","HSF1","ENSG00000185122","1865.1.1","Hsf1","ENSMUSG00000022556","heat shock factor 1 [Source:MGI Symbol;Acc:MGI:96238]"
"1866","PHF20L1","ENSG00000129292","1866.1.1","Phf20l1","ENSMUSG00000072501","PHD finger protein 20-like 1 [Source:MGI Symbol;Acc:MGI:2444412]"
"1867","C15ORF40","ENSG00000169609","1867.1.1","3110040N11Rik","ENSMUSG00000025102","RIKEN cDNA 3110040N11 gene [Source:MGI Symbol;Acc:MGI:1914540]"
"1868","NUCB1","ENSG00000104805","1868.1.1","Nucb1","ENSMUSG00000030824","nucleobindin 1 [Source:MGI Symbol;Acc:MGI:97388]"
"1869","VTI1B","ENSG00000100568","1869.1.1","Vti1b","ENSMUSG00000021124","vesicle transport through interaction with t-SNAREs 1B [Source:MGI Symbol;Acc:MGI:1855688]"
"1870","BHLHE41","ENSG00000123095","1870.1.1","Bhlhe41","ENSMUSG00000030256","basic helix-loop-helix family, member e41 [Source:MGI Symbol;Acc:MGI:1930704]"
"1871","CARNMT1","ENSG00000156017","1871.1.1","Carnmt1","ENSMUSG00000024726","carnosine N-methyltransferase 1 [Source:MGI Symbol;Acc:MGI:1914633]"
"1872","LIG1","ENSG00000105486","1872.1.1","Lig1","ENSMUSG00000056394","ligase I, DNA, ATP-dependent [Source:MGI Symbol;Acc:MGI:101789]"
"1873","MAP4K3","ENSG00000011566","1873.1.1","Map4k3","ENSMUSG00000024242","mitogen-activated protein kinase kinase kinase kinase 3 [Source:MGI Symbol;Acc:MGI:2154405]"
"1874","PREP","ENSG00000085377","1874.1.1","Prep","ENSMUSG00000019849","prolyl endopeptidase [Source:MGI Symbol;Acc:MGI:1270863]"
"1875","SOWAHC","ENSG00000198142","1875.1.1","Sowahc","ENSMUSG00000098188","sosondowah ankyrin repeat domain family member C [Source:MGI Symbol;Acc:MGI:3606051]"
"1876","RANBP2","ENSG00000153201","1876.1.1","Ranbp2","ENSMUSG00000003226","RAN binding protein 2 [Source:MGI Symbol;Acc:MGI:894323]"
"1877","MYCL","ENSG00000116990","1877.1.1","Mycl","ENSMUSG00000028654","v-myc avian myelocytomatosis viral oncogene lung carcinoma derived [Source:MGI Symbol;Acc:MGI:96799]"
"1878","NIPA2","ENSG00000140157","1878.1.1","Nipa2","ENSMUSG00000030452","non imprinted in Prader-Willi/Angelman syndrome 2 homolog (human) [Source:MGI Symbol;Acc:MGI:1913918]"
"1879","PSME4","ENSG00000068878","1879.1.1","Psme4","ENSMUSG00000040850","proteasome (prosome, macropain) activator subunit 4 [Source:MGI Symbol;Acc:MGI:2143994]"
"1880","KIAA0232","ENSG00000170871","1880.1.1","D5Ertd579e","ENSMUSG00000029190","DNA segment, Chr 5, ERATO Doi 579, expressed [Source:MGI Symbol;Acc:MGI:1261849]"
"1881","GATAD2A","ENSG00000167491","1881.1.1","Gatad2a","ENSMUSG00000036180","GATA zinc finger domain containing 2A [Source:MGI Symbol;Acc:MGI:2384585]"
"1882","TJP2","ENSG00000119139","1882.1.1","Tjp2","ENSMUSG00000024812","tight junction protein 2 [Source:MGI Symbol;Acc:MGI:1341872]"
"1883","CLOCK","ENSG00000134852","1883.1.1","Clock","ENSMUSG00000029238","clock circadian regulator [Source:MGI Symbol;Acc:MGI:99698]"
"1884","SNX14","ENSG00000135317","1884.1.1","Snx14","ENSMUSG00000032422","sorting nexin 14 [Source:MGI Symbol;Acc:MGI:2155664]"
"1885","CHML","ENSG00000203668","1885.1.1","Chml","ENSMUSG00000078185","choroideremia-like [Source:MGI Symbol;Acc:MGI:101913]"
"1886","CEP83","ENSG00000173588","1886.1.1","Cep83","ENSMUSG00000020024","centrosomal protein 83 [Source:MGI Symbol;Acc:MGI:1924298]"
"1887","TIFA","ENSG00000145365","1887.1.1","Tifa","ENSMUSG00000046688","TRAF-interacting protein with forkhead-associated domain [Source:MGI Symbol;Acc:MGI:2182965]"
"1888","LPIN1","ENSG00000134324","1888.1.1","Lpin1","ENSMUSG00000020593","lipin 1 [Source:MGI Symbol;Acc:MGI:1891340]"
"1889","GNA13","ENSG00000120063","1889.1.1","Gna13","ENSMUSG00000020611","guanine nucleotide binding protein, alpha 13 [Source:MGI Symbol;Acc:MGI:95768]"
"1890","CAMKK2","ENSG00000110931","1890.1.1","Camkk2","ENSMUSG00000029471","calcium/calmodulin-dependent protein kinase kinase 2, beta [Source:MGI Symbol;Acc:MGI:2444812]"
"1891","ITGAM","ENSG00000169896","1891.1.1","Itgam","ENSMUSG00000030786","integrin alpha M [Source:MGI Symbol;Acc:MGI:96607]"
"1892","ANKRD54","ENSG00000100124","1892.1.1","Ankrd54","ENSMUSG00000033055","ankyrin repeat domain 54 [Source:MGI Symbol;Acc:MGI:2444209]"
"1893","PRR15","ENSG00000176532","1893.1.1","Prr15","ENSMUSG00000045725","proline rich 15 [Source:MGI Symbol;Acc:MGI:1925254]"
"1894","POLDIP3","ENSG00000100227","1894.1.1","Poldip3","ENSMUSG00000041815","polymerase (DNA-directed), delta interacting protein 3 [Source:MGI Symbol;Acc:MGI:1921076]"
"1895","WBP1","ENSG00000239779","1895.1.1","Wbp1","ENSMUSG00000030035","WW domain binding protein 1 [Source:MGI Symbol;Acc:MGI:104710]"
"1896","NDUFB2","ENSG00000090266","1896.1.1","Ndufb2","ENSMUSG00000002416","NADH:ubiquinone oxidoreductase subunit B2 [Source:MGI Symbol;Acc:MGI:1915448]"
"1897","NDUFA12","ENSG00000184752","1897.1.1","Ndufa12","ENSMUSG00000020022","NADH:ubiquinone oxidoreductase subunit A12 [Source:MGI Symbol;Acc:MGI:1913664]"
"1898","UTP3","ENSG00000132467","1898.1.1","Utp3","ENSMUSG00000070697","UTP3 small subunit processome component [Source:MGI Symbol;Acc:MGI:1919230]"
"1899","TMEM218","ENSG00000150433","1899.1.1","Tmem218","ENSMUSG00000032121","transmembrane protein 218 [Source:MGI Symbol;Acc:MGI:1913529]"
"1900","PA2G4","ENSG00000170515","1900.1.1","Pa2g4","ENSMUSG00000025364","proliferation-associated 2G4 [Source:MGI Symbol;Acc:MGI:894684]"
"1901","PTP4A1","ENSG00000112245","1901.1.1","Ptp4a1","ENSMUSG00000026064","protein tyrosine phosphatase 4a1 [Source:MGI Symbol;Acc:MGI:1277096]"
"1901","PTP4A1","ENSG00000112245","1901.1.2","Ptp4a1","ENSMUSG00000117310","protein tyrosine phosphatase 4a1 [Source:MGI Symbol;Acc:MGI:1277096]"
"1902","TIMM17B","ENSG00000126768","1902.1.1","Timm17b","ENSMUSG00000031158","translocase of inner mitochondrial membrane 17b [Source:MGI Symbol;Acc:MGI:1343176]"
"1903","FBXW11","ENSG00000072803","1903.1.1","Fbxw11","ENSMUSG00000020271","F-box and WD-40 domain protein 11 [Source:MGI Symbol;Acc:MGI:2144023]"
"1904","TMOD3","ENSG00000138594","1904.1.1","Tmod3","ENSMUSG00000058587","tropomodulin 3 [Source:MGI Symbol;Acc:MGI:1355315]"
"1905","GAB1","ENSG00000109458","1905.1.1","Gab1","ENSMUSG00000031714","growth factor receptor bound protein 2-associated protein 1 [Source:MGI Symbol;Acc:MGI:108088]"
"1906","SMAD1","ENSG00000170365","1906.1.1","Smad1","ENSMUSG00000031681","SMAD family member 1 [Source:MGI Symbol;Acc:MGI:109452]"
"1907","C1ORF54","ENSG00000118292","1907.1.1","BC028528","ENSMUSG00000038543","cDNA sequence BC028528 [Source:MGI Symbol;Acc:MGI:2385885]"
"1908","RXRA","ENSG00000186350","1908.1.1","Rxra","ENSMUSG00000015846","retinoid X receptor alpha [Source:MGI Symbol;Acc:MGI:98214]"
"1909","NAV1","ENSG00000134369","1909.1.1","Nav1","ENSMUSG00000009418","neuron navigator 1 [Source:MGI Symbol;Acc:MGI:2183683]"
"1910","ADIPOR1","ENSG00000159346","1910.1.1","Adipor1","ENSMUSG00000026457","adiponectin receptor 1 [Source:MGI Symbol;Acc:MGI:1919924]"
"1911","CARD9","ENSG00000187796","1911.1.1","Card9","ENSMUSG00000026928","caspase recruitment domain family, member 9 [Source:MGI Symbol;Acc:MGI:2685628]"
"1912","LPIN2","ENSG00000101577","1912.1.1","Lpin2","ENSMUSG00000024052","lipin 2 [Source:MGI Symbol;Acc:MGI:1891341]"
"1913","CBFB","ENSG00000067955","1913.1.1","Cbfb","ENSMUSG00000031885","core binding factor beta [Source:MGI Symbol;Acc:MGI:99851]"
"1914","CCDC126","ENSG00000169193","1914.1.1","Ccdc126","ENSMUSG00000050786","coiled-coil domain containing 126 [Source:MGI Symbol;Acc:MGI:1889376]"
"1915","TEX2","ENSG00000136478","1915.1.1","Tex2","ENSMUSG00000040548","testis expressed gene 2 [Source:MGI Symbol;Acc:MGI:102465]"
"1916","IL17RA","ENSG00000177663","1916.1.1","Il17ra","ENSMUSG00000002897","interleukin 17 receptor A [Source:MGI Symbol;Acc:MGI:107399]"
"1917","PPA2","ENSG00000138777","1917.1.1","Ppa2","ENSMUSG00000028013","pyrophosphatase (inorganic) 2 [Source:MGI Symbol;Acc:MGI:1922026]"
"1918","TMC6","ENSG00000141524","1918.1.1","Tmc6","ENSMUSG00000025572","transmembrane channel-like gene family 6 [Source:MGI Symbol;Acc:MGI:1098686]"
"1919","B3GAT3","ENSG00000149541","1919.1.1","B3gat3","ENSMUSG00000071649","beta-1,3-glucuronyltransferase 3 [Source:MGI Symbol;Acc:MGI:1919977]"
"1920","SNX6","ENSG00000129515","1920.1.1","Snx6","ENSMUSG00000005656","sorting nexin 6 [Source:MGI Symbol;Acc:MGI:1919433]"
"1921","THAP12","ENSG00000137492","1921.1.1","Thap12","ENSMUSG00000030753","THAP domain containing 12 [Source:MGI Symbol;Acc:MGI:1920231]"
"1922","GALNT2","ENSG00000143641","1922.1.1","Galnt2","ENSMUSG00000089704","polypeptide N-acetylgalactosaminyltransferase 2 [Source:MGI Symbol;Acc:MGI:894694]"
"1923","CLEC10A","ENSG00000132514","1923.1.1","Clec10a","ENSMUSG00000000318","C-type lectin domain family 10, member A [Source:MGI Symbol;Acc:MGI:96975]"
"1923","CLEC10A","ENSG00000132514","1923.1.2","Mgl2","ENSMUSG00000040950","macrophage galactose N-acetyl-galactosamine specific lectin 2 [Source:MGI Symbol;Acc:MGI:2385729]"
"1924","TXNL1","ENSG00000091164","1924.1.1","Txnl1","ENSMUSG00000024583","thioredoxin-like 1 [Source:MGI Symbol;Acc:MGI:1860078]"
"1925","CD1D","ENSG00000158473","1925.1.1","Cd1d1","ENSMUSG00000028076","CD1d1 antigen [Source:MGI Symbol;Acc:MGI:107674]"
"1925","CD1D","ENSG00000158473","1925.1.2","Cd1d2","ENSMUSG00000041750","CD1d2 antigen [Source:MGI Symbol;Acc:MGI:107675]"
"1926","SAFB2","ENSG00000130254","1926.1.1","Safb2","ENSMUSG00000042625","scaffold attachment factor B2 [Source:MGI Symbol;Acc:MGI:2146808]"
"1927","MTHFD1","ENSG00000100714","1927.1.1","Mthfd1","ENSMUSG00000021048","methylenetetrahydrofolate dehydrogenase (NADP+ dependent), methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthase [Source:MGI Symbol;Acc:MGI:1342005]"
"1928","RAB2A","ENSG00000104388","1928.1.1","Rab2a","ENSMUSG00000047187","RAB2A, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1928750]"
"1929","CDK9","ENSG00000136807","1929.1.1","Cdk9","ENSMUSG00000009555","cyclin dependent kinase 9 [Source:MGI Symbol;Acc:MGI:1328368]"
"1930","IFRD1","ENSG00000006652","1930.1.1","Ifrd1","ENSMUSG00000001627","interferon-related developmental regulator 1 [Source:MGI Symbol;Acc:MGI:1316717]"
"1930","IFRD1","ENSG00000288640","1930.2.1","N/A","N/A","N/A"
"1931","NUPR1","ENSG00000176046","1931.1.1","Nupr1","ENSMUSG00000030717","nuclear protein transcription regulator 1 [Source:MGI Symbol;Acc:MGI:1891834]"
"1932","FGD3","ENSG00000127084","1932.1.1","Fgd3","ENSMUSG00000037946","FYVE, RhoGEF and PH domain containing 3 [Source:MGI Symbol;Acc:MGI:1353657]"
"1933","ATP1A1","ENSG00000163399","1933.1.1","Atp1a1","ENSMUSG00000033161","ATPase, Na+/K+ transporting, alpha 1 polypeptide [Source:MGI Symbol;Acc:MGI:88105]"
"1934","CDC42SE1","ENSG00000197622","1934.1.1","Cdc42se1","ENSMUSG00000046722","CDC42 small effector 1 [Source:MGI Symbol;Acc:MGI:1889510]"
"1935","PNKP","ENSG00000039650","1935.1.1","Pnkp","ENSMUSG00000002963","polynucleotide kinase 3'- phosphatase [Source:MGI Symbol;Acc:MGI:1891698]"
"1936","TOP3A","ENSG00000177302","1936.1.1","Top3a","ENSMUSG00000002814","topoisomerase (DNA) III alpha [Source:MGI Symbol;Acc:MGI:1197527]"
"1937","WLS","ENSG00000116729","1937.1.1","Wls","ENSMUSG00000028173","wntless WNT ligand secretion mediator [Source:MGI Symbol;Acc:MGI:1915401]"
"1938","MED26","ENSG00000105085","1938.1.1","Med26","ENSMUSG00000045248","mediator complex subunit 26 [Source:MGI Symbol;Acc:MGI:1917875]"
"1939","FANCE","ENSG00000112039","1939.1.1","Fance","ENSMUSG00000007570","Fanconi anemia, complementation group E [Source:MGI Symbol;Acc:MGI:1920025]"
"1940","ZNF704","ENSG00000164684","1940.1.1","Zfp704","ENSMUSG00000040209","zinc finger protein 704 [Source:MGI Symbol;Acc:MGI:2180715]"
"1941","LNX2","ENSG00000139517","1941.1.1","Lnx2","ENSMUSG00000016520","ligand of numb-protein X 2 [Source:MGI Symbol;Acc:MGI:2155959]"
"1942","SMARCC1","ENSG00000173473","1942.1.1","Smarcc1","ENSMUSG00000032481","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1 [Source:MGI Symbol;Acc:MGI:1203524]"
"1943","RPIA","ENSG00000153574","1943.1.1","Rpia","ENSMUSG00000053604","ribose 5-phosphate isomerase A [Source:MGI Symbol;Acc:MGI:103254]"
"1944","RAB3A","ENSG00000105649","1944.1.1","Rab3a","ENSMUSG00000031840","RAB3A, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:97843]"
"1945","PAM","ENSG00000145730","1945.1.1","Pam","ENSMUSG00000026335","peptidylglycine alpha-amidating monooxygenase [Source:MGI Symbol;Acc:MGI:97475]"
"1946","PDE3B","ENSG00000152270","1946.1.1","Pde3b","ENSMUSG00000030671","phosphodiesterase 3B, cGMP-inhibited [Source:MGI Symbol;Acc:MGI:1333863]"
"1947","SLFN12L","ENSG00000205045","1947.1.1","Slfn4","ENSMUSG00000000204","schlafen 4 [Source:MGI Symbol;Acc:MGI:1329010]"
"1947","SLFN12L","ENSG00000205045","1947.1.2","Slfn3","ENSMUSG00000018986","schlafen 3 [Source:MGI Symbol;Acc:MGI:1329005]"
"1947","SLFN12L","ENSG00000205045","1947.1.3","Slfn2","ENSMUSG00000072620","schlafen 2 [Source:MGI Symbol;Acc:MGI:1313258]"
"1947","SLFN12L","ENSG00000205045","1947.1.4","Slfn1","ENSMUSG00000078763","schlafen 1 [Source:MGI Symbol;Acc:MGI:1313259]"
"1948","HCFC2","ENSG00000111727","1948.1.1","Hcfc2","ENSMUSG00000020246","host cell factor C2 [Source:MGI Symbol;Acc:MGI:1915183]"
"1949","CYTH1","ENSG00000108669","1949.1.1","Cyth1","ENSMUSG00000017132","cytohesin 1 [Source:MGI Symbol;Acc:MGI:1334257]"
"1950","DOCK9","ENSG00000088387","1950.1.1","Dock9","ENSMUSG00000025558","dedicator of cytokinesis 9 [Source:MGI Symbol;Acc:MGI:106321]"
"1951","CABIN1","ENSG00000099991","1951.1.1","Cabin1","ENSMUSG00000020196","calcineurin binding protein 1 [Source:MGI Symbol;Acc:MGI:1298375]"
"1952","KDM6A","ENSG00000147050","1952.1.1","Kdm6a","ENSMUSG00000037369","lysine (K)-specific demethylase 6A [Source:MGI Symbol;Acc:MGI:1095419]"
"1953","ACOT2","ENSG00000119673","1953.1.1","Acot2","ENSMUSG00000021226","acyl-CoA thioesterase 2 [Source:MGI Symbol;Acc:MGI:2159605]"
"1953","ACOT2","ENSG00000119673","1953.1.2","Acot3","ENSMUSG00000021228","acyl-CoA thioesterase 3 [Source:MGI Symbol;Acc:MGI:2159619]"
"1953","ACOT2","ENSG00000119673","1953.1.3","Acot5","ENSMUSG00000042540","acyl-CoA thioesterase 5 [Source:MGI Symbol;Acc:MGI:2384969]"
