"g#","initial_alias","initial_ensg","o#","ortholog_name","ortholog_ensg","description"
"1745","INKA1","ENSG00000185614","1745.1.1","inka1a","ENSDARG00000070360","inka box actin regulator 1a [Source:ZFIN;Acc:ZDB-GENE-060512-186]"
"1745","INKA1","ENSG00000185614","1745.1.2","inka1b","ENSDARG00000070404","inka box actin regulator 1b [Source:ZFIN;Acc:ZDB-GENE-030131-5539]"
"1746","ANKRD44","ENSG00000065413","1746.1.1","ankrd44","ENSDARG00000026028","ankyrin repeat domain 44 [Source:ZFIN;Acc:ZDB-GENE-070912-605]"
"1747","ABL2","ENSG00000143322","1747.1.1","abl2","ENSDARG00000013841","c-abl oncogene 2, non-receptor tyrosine kinase [Source:ZFIN;Acc:ZDB-GENE-020809-2]"
"1748","MTMR12","ENSG00000150712","1748.1.1","mtmr12","ENSDARG00000059817","myotubularin related protein 12 [Source:ZFIN;Acc:ZDB-GENE-050401-1]"
"1749","GSR","ENSG00000104687","1749.1.1","gsr","ENSDARG00000019236","glutathione reductase [Source:ZFIN;Acc:ZDB-GENE-050522-116]"
"1750","DPYSL2","ENSG00000092964","1750.1.1","dpysl2b","ENSDARG00000032083","dihydropyrimidinase like 2b [Source:ZFIN;Acc:ZDB-GENE-031105-1]"
"1750","DPYSL2","ENSG00000092964","1750.1.2","ENSDARG00000038974","ENSDARG00000038974",""
"1751","AMZ2","ENSG00000196704","1751.1.1","AMZ2","ENSDARG00000089248","archaelysin family metallopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:28041]"
"1752","ACAA2","ENSG00000167315","1752.1.1","acaa2","ENSDARG00000038881","acetyl-CoA acyltransferase 2 [Source:ZFIN;Acc:ZDB-GENE-040426-1996]"
"1752","ACAA2","ENSG00000167315","1752.1.2","ENSDARG00000099056","ENSDARG00000099056",""
"1753","RNF168","ENSG00000163961","1753.1.1","rnf168","ENSDARG00000112483","ring finger protein 168 [Source:ZFIN;Acc:ZDB-GENE-030131-6013]"
"1754","CD276","ENSG00000103855","1754.1.1","cd276","ENSDARG00000003061","CD276 molecule [Source:ZFIN;Acc:ZDB-GENE-070112-452]"
"1755","TSC22D4","ENSG00000166925","1755.1.1","N/A","N/A","N/A"
"1756","RAB3GAP2","ENSG00000118873","1756.1.1","rab3gap2","ENSDARG00000044136","RAB3 GTPase activating protein subunit 2 (non-catalytic) [Source:ZFIN;Acc:ZDB-GENE-030616-610]"
"1757","LRRC8D","ENSG00000171492","1757.1.1","lrrc8db","ENSDARG00000103840","leucine rich repeat containing 8 VRAC subunit Db [Source:ZFIN;Acc:ZDB-GENE-061013-487]"
"1758","YIF1A","ENSG00000174851","1758.1.1","yif1a","ENSDARG00000019636","Yip1 interacting factor homolog A (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-030131-6922]"
"1759","CFL1","ENSG00000172757","1759.1.1","cfl1","ENSDARG00000021124","cofilin 1 [Source:ZFIN;Acc:ZDB-GENE-030131-215]"
"1760","EFCAB2","ENSG00000203666","1760.1.1","N/A","N/A","N/A"
"1761","FHAD1","ENSG00000142621","1761.1.1","fhad1","ENSDARG00000056723","forkhead-associated (FHA) phosphopeptide binding domain 1 [Source:ZFIN;Acc:ZDB-GENE-041210-354]"
"1762","CCDC97","ENSG00000142039","1762.1.1","ccdc97","ENSDARG00000074703","coiled-coil domain containing 97 [Source:ZFIN;Acc:ZDB-GENE-131127-366]"
"1763","KHDRBS1","ENSG00000121774","1763.1.1","khdrbs1a","ENSDARG00000052856","KH domain containing, RNA binding, signal transduction associated 1a [Source:ZFIN;Acc:ZDB-GENE-000210-25]"
"1763","KHDRBS1","ENSG00000121774","1763.1.2","khdrbs1b","ENSDARG00000070475","KH domain containing, RNA binding, signal transduction associated 1b [Source:ZFIN;Acc:ZDB-GENE-040426-2344]"
"1764","SP2","ENSG00000167182","1764.1.1","sp2","ENSDARG00000076763","sp2 transcription factor [Source:ZFIN;Acc:ZDB-GENE-080410-1]"
"1765","OXR1","ENSG00000164830","1765.1.1","oxr1b","ENSDARG00000063310","oxidation resistance 1b [Source:ZFIN;Acc:ZDB-GENE-030131-2438]"
"1766","MFAP3L","ENSG00000198948","1766.1.1","mfap3l","ENSDARG00000062752","microfibril associated protein 3 like [Source:ZFIN;Acc:ZDB-GENE-111229-2]"
"1767","ILRUN","ENSG00000196821","1767.1.1","ilrun","ENSDARG00000078075","inflammation and lipid regulator with UBA-like and NBR1-like domains [Source:ZFIN;Acc:ZDB-GENE-050320-117]"
"1768","TMEM131L","ENSG00000121210","1768.1.1","ENSDARG00000079434","ENSDARG00000079434",""
"1769","DOCK7","ENSG00000116641","1769.1.1","dock7","ENSDARG00000078675","dedicator of cytokinesis 7 [Source:ZFIN;Acc:ZDB-GENE-050302-15]"
"1770","ITSN1","ENSG00000205726","1770.1.1","itsn1","ENSDARG00000000086","intersectin 1 (SH3 domain protein) [Source:ZFIN;Acc:ZDB-GENE-030616-226]"
"1771","PIP4K2A","ENSG00000150867","1771.1.1","pip4k2aa","ENSDARG00000003776","phosphatidylinositol-5-phosphate 4-kinase, type II, alpha a [Source:ZFIN;Acc:ZDB-GENE-080721-18]"
"1771","PIP4K2A","ENSG00000150867","1771.1.2","pip4k2ab","ENSDARG00000063544","phosphatidylinositol-5-phosphate 4-kinase, type II, alpha b [Source:ZFIN;Acc:ZDB-GENE-070912-272]"
"1772","CNOT6L","ENSG00000138767","1772.1.1","cnot6l","ENSDARG00000054597","CCR4-NOT transcription complex, subunit 6-like [Source:ZFIN;Acc:ZDB-GENE-050522-302]"
"1773","BACH2","ENSG00000112182","1773.1.1","bach2b","ENSDARG00000004074","BTB and CNC homology 1, basic leucine zipper transcription factor 2b [Source:ZFIN;Acc:ZDB-GENE-041001-139]"
"1774","TSPAN14","ENSG00000108219","1774.1.1","tspan14","ENSDARG00000055938","tetraspanin 14 [Source:ZFIN;Acc:ZDB-GENE-060825-329]"
"1775","ZC3H7A","ENSG00000122299","1775.1.1","zc3h7a","ENSDARG00000102195","zinc finger CCCH-type containing 7A [Source:ZFIN;Acc:ZDB-GENE-040426-2776]"
"1776","FARS2","ENSG00000145982","1776.1.1","fars2","ENSDARG00000091247","phenylalanyl-tRNA synthetase 2, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-070928-38]"
"1777","RIPK2","ENSG00000104312","1777.1.1","ripk2","ENSDARG00000104290","receptor-interacting serine-threonine kinase 2 [Source:ZFIN;Acc:ZDB-GENE-030902-3]"
"1777","RIPK2","ENSG00000104312","1777.1.2","ENSDARG00000112870","ENSDARG00000112870",""
"1778","CD164","ENSG00000135535","1778.1.1","cd164","ENSDARG00000013628","CD164 molecule, sialomucin [Source:ZFIN;Acc:ZDB-GENE-030131-1598]"
"1779","PHF12","ENSG00000109118","1779.1.1","phf12a","ENSDARG00000074303","PHD finger protein 12a [Source:ZFIN;Acc:ZDB-GENE-030131-3876]"
"1779","PHF12","ENSG00000109118","1779.1.2","phf12b","ENSDARG00000075509","PHD finger protein 12b [Source:ZFIN;Acc:ZDB-GENE-110628-2]"
"1780","HIRA","ENSG00000100084","1780.1.1","hira","ENSDARG00000013434","histone cell cycle regulator a [Source:ZFIN;Acc:ZDB-GENE-030131-6296]"
"1781","SLC11A1","ENSG00000018280","1781.1.1","N/A","N/A","N/A"
"1782","HTR2A","ENSG00000102468","1782.1.1","HTR2A","ENSDARG00000057029","5-hydroxytryptamine receptor 2A [Source:HGNC Symbol;Acc:HGNC:5293]"
"1782","HTR2A","ENSG00000102468","1782.1.2","htr2ab","ENSDARG00000058165","5-hydroxytryptamine (serotonin) receptor 2A, genome duplicate b [Source:ZFIN;Acc:ZDB-GENE-120215-60]"
"1783","ATP7A","ENSG00000165240","1783.1.1","atp7a","ENSDARG00000003699","ATPase copper transporting alpha [Source:ZFIN;Acc:ZDB-GENE-060825-45]"
"1784","CPT1A","ENSG00000110090","1784.1.1","cpt1aa","ENSDARG00000059770","carnitine palmitoyltransferase 1Aa (liver) [Source:ZFIN;Acc:ZDB-GENE-060503-925]"
"1784","CPT1A","ENSG00000110090","1784.1.2","cpt1ab","ENSDARG00000062054","carnitine palmitoyltransferase 1Ab (liver) [Source:ZFIN;Acc:ZDB-GENE-030131-3250]"
"1785","RSAD1","ENSG00000136444","1785.1.1","rsad1","ENSDARG00000077698","radical S-adenosyl methionine domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-030131-2508]"
"1786","LRCH1","ENSG00000136141","1786.1.1","lrch1","ENSDARG00000078778","leucine-rich repeats and calponin homology (CH) domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-030131-1783]"
"1787","TASOR","ENSG00000163946","1787.1.1","tasorb","ENSDARG00000013346","transcription activation suppressor b [Source:ZFIN;Acc:ZDB-GENE-090311-29]"
"1787","TASOR","ENSG00000163946","1787.1.2","ENSDARG00000089893","ENSDARG00000089893",""
"1788","OXSM","ENSG00000151093","1788.1.1","oxsm","ENSDARG00000098855","3-oxoacyl-ACP synthase, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-170215-2]"
"1789","CLPX","ENSG00000166855","1789.1.1","clpxa","ENSDARG00000029063","caseinolytic mitochondrial matrix peptidase chaperone subunit Xa [Source:ZFIN;Acc:ZDB-GENE-040912-143]"
"1789","CLPX","ENSG00000166855","1789.1.2","clpxb","ENSDARG00000067796","caseinolytic mitochondrial matrix peptidase chaperone subunit Xb [Source:ZFIN;Acc:ZDB-GENE-130404-1]"
"1790","TSPAN3","ENSG00000140391","1790.1.1","tspan3a","ENSDARG00000034753","tetraspanin 3a [Source:ZFIN;Acc:ZDB-GENE-030131-7787]"
"1790","TSPAN3","ENSG00000140391","1790.1.2","tspan3b","ENSDARG00000053559","tetraspanin 3b [Source:ZFIN;Acc:ZDB-GENE-070424-42]"
"1791","FEM1C","ENSG00000145780","1791.1.1","fem1c","ENSDARG00000102147","fem-1 homolog c [Source:ZFIN;Acc:ZDB-GENE-031008-3]"
"1792","CHMP3","ENSG00000115561","1792.1.1","chmp3","ENSDARG00000038064","charged multivesicular body protein 3 [Source:ZFIN;Acc:ZDB-GENE-040426-2600]"
"1793","CBX4","ENSG00000141582","1793.1.1","cbx4","ENSDARG00000099441","chromobox homolog 4 (Pc class homolog, Drosophila) [Source:ZFIN;Acc:ZDB-GENE-040329-2]"
"1794","ZNF142","ENSG00000115568","1794.1.1","znf142","ENSDARG00000061373","zinc finger protein 142 [Source:ZFIN;Acc:ZDB-GENE-080512-2]"
"1795","PEA15","ENSG00000162734","1795.1.1","pea15","ENSDARG00000079771","proliferation and apoptosis adaptor protein 15 [Source:ZFIN;Acc:ZDB-GENE-170119-2]"
"1796","DNASE1L1","ENSG00000013563","1796.1.1","dnase1l1","ENSDARG00000005464","deoxyribonuclease I-like 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2170]"
"1797","RAD23A","ENSG00000179262","1797.1.1","rad23aa","ENSDARG00000020001","RAD23 homolog A, nucleotide excision repair protein a [Source:ZFIN;Acc:ZDB-GENE-040808-59]"
"1798","MKRN1","ENSG00000133606","1798.1.1","mkrn1","ENSDARG00000041665","makorin, ring finger protein, 1 [Source:ZFIN;Acc:ZDB-GENE-020213-1]"
"1799","SASH1","ENSG00000111961","1799.1.1","sash1a","ENSDARG00000007179","SAM and SH3 domain containing 1a [Source:ZFIN;Acc:ZDB-GENE-030131-9960]"
"1799","SASH1","ENSG00000111961","1799.1.2","sash1b","ENSDARG00000058853","SAM and SH3 domain containing 1b [Source:ZFIN;Acc:ZDB-GENE-110228-1]"
"1800","NLK","ENSG00000087095","1800.1.1","nlk2","ENSDARG00000028793","nemo-like kinase, type 2 [Source:ZFIN;Acc:ZDB-GENE-080320-1]"
"1801","NAAA","ENSG00000138744","1801.1.1","N/A","N/A","N/A"
"1802","ID2","ENSG00000115738","1802.1.1","id2a","ENSDARG00000055283","inhibitor of DNA binding 2a [Source:ZFIN;Acc:ZDB-GENE-020910-1]"
"1803","CEMIP2","ENSG00000135048","1803.1.1","cemip2","ENSDARG00000061600","cell migration inducing hyaluronidase 2 [Source:ZFIN;Acc:ZDB-GENE-030131-2179]"
"1804","CDKN2AIP","ENSG00000168564","1804.1.1","cdkn2aip","ENSDARG00000035853","CDKN2A interacting protein [Source:ZFIN;Acc:ZDB-GENE-041010-188]"
"1805","PREB","ENSG00000138073","1805.1.1","preb","ENSDARG00000101602","prolactin regulatory element binding [Source:ZFIN;Acc:ZDB-GENE-040718-385]"
"1806","POR","ENSG00000127948","1806.1.1","pora","ENSDARG00000055092","P450 (cytochrome) oxidoreductase a [Source:ZFIN;Acc:ZDB-GENE-050809-121]"
"1806","POR","ENSG00000127948","1806.1.2","porb","ENSDARG00000059035","P450 (cytochrome) oxidoreductase b [Source:ZFIN;Acc:ZDB-GENE-030131-5767]"
"1807","IGFBP4","ENSG00000141753","1807.1.1","N/A","N/A","N/A"
"1808","ALCAM","ENSG00000170017","1808.1.1","alcama","ENSDARG00000026531","activated leukocyte cell adhesion molecule a [Source:ZFIN;Acc:ZDB-GENE-990415-30]"
"1808","ALCAM","ENSG00000170017","1808.1.2","alcamb","ENSDARG00000058538","activated leukocyte cell adhesion molecule b [Source:ZFIN;Acc:ZDB-GENE-030131-1768]"
"1809","DYNLL1","ENSG00000088986","1809.1.1","dynll1","ENSDARG00000058454","dynein, light chain, LC8-type 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1961]"
"1810","NFKBID","ENSG00000167604","1810.1.1","N/A","N/A","N/A"
"1811","CCL23","ENSG00000274736","1811.1.1","ccl35.2","ENSDARG00000070378","chemokine (C-C motif) ligand 35, duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-140718-1]"
"1811","CCL23","ENSG00000274736","1811.1.2","ccl35.1","ENSDARG00000103466","chemokine (C-C motif) ligand 35, duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-081022-33]"
"1812","DDHD1","ENSG00000100523","1812.1.1","ddhd1b","ENSDARG00000037042","DDHD domain containing 1b [Source:ZFIN;Acc:ZDB-GENE-040724-18]"
"1812","DDHD1","ENSG00000100523","1812.1.2","ddhd1a","ENSDARG00000086808","DDHD domain containing 1a [Source:ZFIN;Acc:ZDB-GENE-111020-16]"
"1813","CDK12","ENSG00000167258","1813.1.1","cdk12","ENSDARG00000063726","cyclin dependent kinase 12 [Source:ZFIN;Acc:ZDB-GENE-081104-294]"
"1814","DSTYK","ENSG00000133059","1814.1.1","dstyk","ENSDARG00000000853","dual serine/threonine and tyrosine protein kinase [Source:ZFIN;Acc:ZDB-GENE-040826-2]"
"1815","TYSND1","ENSG00000156521","1815.1.1","tysnd1","ENSDARG00000074895","trypsin like peroxisomal matrix peptidase 1 [Source:ZFIN;Acc:ZDB-GENE-030131-8525]"
"1816","NT5M","ENSG00000205309","1816.1.1","N/A","N/A","N/A"
"1817","MYH9","ENSG00000100345","1817.1.1","MYH9","ENSDARG00000001014","myosin heavy chain 9 [Source:HGNC Symbol;Acc:HGNC:7579]"
"1817","MYH9","ENSG00000100345","1817.1.2","myh9a","ENSDARG00000063295","myosin, heavy chain 9a, non-muscle [Source:ZFIN;Acc:ZDB-GENE-030131-5870]"
"1817","MYH9","ENSG00000100345","1817.1.3","ENSDARG00000112168","ENSDARG00000112168",""
"1818","ST7","ENSG00000004866","1818.1.1","ST7","ENSDARG00000039960","suppression of tumorigenicity 7 [Source:HGNC Symbol;Acc:HGNC:11351]"
"1818","ST7","ENSG00000004866","1818.1.2","st7","ENSDARG00000112691","suppression of tumorigenicity 7 [Source:ZFIN;Acc:ZDB-GENE-060421-2807]"
"1819","LMNB1","ENSG00000113368","1819.1.1","lmnb1","ENSDARG00000044299","lamin B1 [Source:ZFIN;Acc:ZDB-GENE-020424-2]"
"1820","EMSY","ENSG00000158636","1820.1.1","emsy","ENSDARG00000059059","EMSY transcriptional repressor, BRCA2 interacting [Source:ZFIN;Acc:ZDB-GENE-030131-7832]"
"1821","SLC10A7","ENSG00000120519","1821.1.1","slc10a7","ENSDARG00000104508","solute carrier family 10 member 7 [Source:ZFIN;Acc:ZDB-GENE-040801-5]"
"1822","SETD5","ENSG00000168137","1822.1.1","SETD5","ENSDARG00000078576","SET domain containing 5 [Source:HGNC Symbol;Acc:HGNC:25566]"
"1823","TNRC6C","ENSG00000078687","1823.1.1","tnrc6c1","ENSDARG00000076847","trinucleotide repeat containing adaptor 6C1 [Source:ZFIN;Acc:ZDB-GENE-030131-7440]"
"1824","PTDSS1","ENSG00000156471","1824.1.1","ptdss1a","ENSDARG00000012588","phosphatidylserine synthase 1a [Source:ZFIN;Acc:ZDB-GENE-040426-837]"
"1824","PTDSS1","ENSG00000156471","1824.1.2","PTDSS1","ENSDARG00000102114","phosphatidylserine synthase 1 [Source:HGNC Symbol;Acc:HGNC:9587]"
"1825","UBALD1","ENSG00000153443","1825.1.1","ubald1b","ENSDARG00000020976","UBA-like domain containing 1b [Source:ZFIN;Acc:ZDB-GENE-050522-446]"
"1826","P4HB","ENSG00000185624","1826.1.1","p4hb","ENSDARG00000105116","prolyl 4-hydroxylase, beta polypeptide [Source:ZFIN;Acc:ZDB-GENE-080610-1]"
"1827","TNRC18","ENSG00000182095","1827.1.1","tnrc18","ENSDARG00000077052","trinucleotide repeat containing 18 [Source:ZFIN;Acc:ZDB-GENE-100326-1]"
"1828","RPS29","ENSG00000213741","1828.1.1","rps29","ENSDARG00000041232","ribosomal protein S29 [Source:ZFIN;Acc:ZDB-GENE-040622-5]"
"1829","RTP4","ENSG00000136514","1829.1.1","N/A","N/A","N/A"
"1830","RRBP1","ENSG00000125844","1830.1.1","rrbp1a","ENSDARG00000013763","ribosome binding protein 1a [Source:ZFIN;Acc:ZDB-GENE-030131-9795]"
"1830","RRBP1","ENSG00000125844","1830.1.2","rrbp1b","ENSDARG00000041703","ribosome binding protein 1b [Source:ZFIN;Acc:ZDB-GENE-030429-36]"
"1831","EPB41","ENSG00000159023","1831.1.1","EPB41","ENSDARG00000099283","erythrocyte membrane protein band 4.1 [Source:HGNC Symbol;Acc:HGNC:3377]"
"1832","CDK8","ENSG00000132964","1832.1.1","cdk8","ENSDARG00000016496","cyclin dependent kinase 8 [Source:ZFIN;Acc:ZDB-GENE-030903-2]"
"1833","LAT2","ENSG00000086730","1833.1.1","N/A","N/A","N/A"
"1834","VPS16","ENSG00000215305","1834.1.1","vps16","ENSDARG00000059902","VPS16 core subunit of CORVET and HOPS complexes [Source:ZFIN;Acc:ZDB-GENE-050809-9]"
"1835","PPP6R1","ENSG00000105063","1835.1.1","N/A","N/A","N/A"
"1836","RPL12","ENSG00000197958","1836.1.1","rpl12","ENSDARG00000006691","ribosomal protein L12 [Source:ZFIN;Acc:ZDB-GENE-030131-5297]"
"1837","RAB8B","ENSG00000166128","1837.1.1","rab8b","ENSDARG00000068628","RAB8B, member RAS oncogene family [Source:ZFIN;Acc:ZDB-GENE-070620-16]"
"1837","RAB8B","ENSG00000166128","1837.1.2","ENSDARG00000103934","ENSDARG00000103934",""
"1838","DENND1B","ENSG00000213047","1838.1.1","DENND1B","ENSDARG00000101868","DENN domain containing 1B [Source:HGNC Symbol;Acc:HGNC:28404]"
"1839","ORAI1","ENSG00000276045","1839.1.1","orai1b","ENSDARG00000004154","ORAI calcium release-activated calcium modulator 1b [Source:ZFIN;Acc:ZDB-GENE-050522-100]"
"1839","ORAI1","ENSG00000276045","1839.1.2","orai1a","ENSDARG00000011515","ORAI calcium release-activated calcium modulator 1a [Source:ZFIN;Acc:ZDB-GENE-110721-1]"
"1840","DESI2","ENSG00000121644","1840.1.1","desi2","ENSDARG00000004460","desumoylating isopeptidase 2 [Source:ZFIN;Acc:ZDB-GENE-040801-39]"
"1841","ADD1","ENSG00000087274","1841.1.1","add1","ENSDARG00000103962","adducin 1 (alpha) [Source:ZFIN;Acc:ZDB-GENE-030909-2]"
"1842","CTR9","ENSG00000198730","1842.1.1","ctr9","ENSDARG00000009170","CTR9 homolog, Paf1/RNA polymerase II complex component [Source:ZFIN;Acc:ZDB-GENE-030131-3782]"
"1843","ADAR","ENSG00000160710","1843.1.1","adar","ENSDARG00000012389","adenosine deaminase RNA specific [Source:ZFIN;Acc:ZDB-GENE-000616-5]"
"1844","VSIG10L","ENSG00000186806","1844.1.1","N/A","N/A","N/A"
"1845","SUPT6H","ENSG00000109111","1845.1.1","supt6h","ENSDARG00000006524","SPT6 homolog, histone chaperone and transcription elongation factor [Source:ZFIN;Acc:ZDB-GENE-030131-7949]"
"1846","NOP2","ENSG00000111641","1846.1.1","nop2","ENSDARG00000043304","NOP2 nucleolar protein homolog (yeast) [Source:ZFIN;Acc:ZDB-GENE-050309-7]"
"1847","QSOX1","ENSG00000116260","1847.1.1","qsox1","ENSDARG00000039459","quiescin Q6 sulfhydryl oxidase 1 [Source:ZFIN;Acc:ZDB-GENE-030131-7019]"
"1848","HPS1","ENSG00000107521","1848.1.1","hps1","ENSDARG00000026170","HPS1 biogenesis of lysosomal organelles complex 3 subunit 1 [Source:ZFIN;Acc:ZDB-GENE-051113-152]"
"1848","HPS1","ENSG00000289758","1848.2.1","N/A","N/A","N/A"
"1849","CDK6","ENSG00000105810","1849.1.1","cdk6","ENSDARG00000070228","cyclin dependent kinase 6 [Source:ZFIN;Acc:ZDB-GENE-060503-786]"
"1850","FAM219B","ENSG00000178761","1850.1.1","fam219b","ENSDARG00000104637","family with sequence similarity 219 member B [Source:ZFIN;Acc:ZDB-GENE-050327-82]"
"1851","LAMC1","ENSG00000135862","1851.1.1","ENSDARG00000068288","ENSDARG00000068288",""
"1852","CMBL","ENSG00000164237","1852.1.1","cmbl","ENSDARG00000073786","carboxymethylenebutenolidase homolog (Pseudomonas) [Source:ZFIN;Acc:ZDB-GENE-071004-21]"
"1853","RSRP1","ENSG00000117616","1853.1.1","N/A","N/A","N/A"
"1854","CCL24","ENSG00000106178","1854.1.1","ccl35.2","ENSDARG00000070378","chemokine (C-C motif) ligand 35, duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-140718-1]"
"1854","CCL24","ENSG00000106178","1854.1.2","ccl35.1","ENSDARG00000103466","chemokine (C-C motif) ligand 35, duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-081022-33]"
"1855","GBP4","ENSG00000162654","1855.1.1","N/A","N/A","N/A"
"1856","SPI1","ENSG00000066336","1856.1.1","spi1b","ENSDARG00000000767","Spi-1 proto-oncogene b [Source:ZFIN;Acc:ZDB-GENE-980526-164]"
"1857","TMCO6","ENSG00000113119","1857.1.1","tmco6","ENSDARG00000016336","transmembrane and coiled-coil domains 6 [Source:ZFIN;Acc:ZDB-GENE-070410-47]"
"1858","BARD1","ENSG00000138376","1858.1.1","bard1","ENSDARG00000076733","BRCA1 associated RING domain 1 [Source:ZFIN;Acc:ZDB-GENE-030131-5883]"
"1859","RELL1","ENSG00000181826","1859.1.1","rell1","ENSDARG00000018312","RELT like 1 [Source:ZFIN;Acc:ZDB-GENE-161213-2]"
"1860","ANKRD42","ENSG00000137494","1860.1.1","N/A","N/A","N/A"
"1861","MDH1","ENSG00000014641","1861.1.1","mdh1aa","ENSDARG00000017772","malate dehydrogenase 1Aa, NAD (soluble) [Source:ZFIN;Acc:ZDB-GENE-040204-1]"
"1861","MDH1","ENSG00000014641","1861.1.2","mdh1ab","ENSDARG00000103849","malate dehydrogenase 1Ab, NAD (soluble) [Source:ZFIN;Acc:ZDB-GENE-030131-7655]"
"1862","AGTRAP","ENSG00000177674","1862.1.1","agtrap","ENSDARG00000077082","angiotensin II receptor-associated protein [Source:ZFIN;Acc:ZDB-GENE-050309-11]"
"1863","MSN","ENSG00000147065","1863.1.1","msnb","ENSDARG00000028740","moesin b [Source:ZFIN;Acc:ZDB-GENE-030717-7]"
"1863","MSN","ENSG00000147065","1863.1.2","msna","ENSDARG00000058128","moesin a [Source:ZFIN;Acc:ZDB-GENE-021211-2]"
"1864","TPCN2","ENSG00000162341","1864.1.1","tpcn2","ENSDARG00000100420","two pore segment channel 2 [Source:ZFIN;Acc:ZDB-GENE-061103-202]"
"1865","HSF1","ENSG00000185122","1865.1.1","N/A","N/A","N/A"
"1866","PHF20L1","ENSG00000129292","1866.1.1","phf20l1","ENSDARG00000017427","PHD finger protein 20 like 1 [Source:ZFIN;Acc:ZDB-GENE-030131-5837]"
"1867","C15ORF40","ENSG00000169609","1867.1.1","N/A","N/A","N/A"
"1868","NUCB1","ENSG00000104805","1868.1.1","nucb1","ENSDARG00000054833","nucleobindin 1 [Source:ZFIN;Acc:ZDB-GENE-060825-222]"
"1869","VTI1B","ENSG00000100568","1869.1.1","vti1b","ENSDARG00000039270","vesicle transport through interaction with t-SNAREs 1B [Source:ZFIN;Acc:ZDB-GENE-040426-1148]"
"1870","BHLHE41","ENSG00000123095","1870.1.1","bhlhe41","ENSDARG00000041691","basic helix-loop-helix family, member e41 [Source:ZFIN;Acc:ZDB-GENE-050419-146]"
"1871","CARNMT1","ENSG00000156017","1871.1.1","carnmt1","ENSDARG00000102865","carnosine N-methyltransferase 1 [Source:ZFIN;Acc:ZDB-GENE-050306-48]"
"1872","LIG1","ENSG00000105486","1872.1.1","lig1","ENSDARG00000060041","ligase I, DNA, ATP-dependent [Source:ZFIN;Acc:ZDB-GENE-110404-2]"
"1873","MAP4K3","ENSG00000011566","1873.1.1","map4k3b","ENSDARG00000071357","mitogen-activated protein kinase kinase kinase kinase 3b [Source:ZFIN;Acc:ZDB-GENE-090428-1]"
